ticker,signal_date,entry_date,entry,stop,target,planned_rr,entry_reason,exit_idx,exit_date,exit_reason,exit_price,r_achieved
Y92.SI,2024-01-16 00:00:00+08:00,2024-01-17 00:00:00+08:00,0.4533636271953583,0.43976271837949754,0.48056544482707975,2.0,Pullback,116,2024-02-05 00:00:00+08:00,Stop,0.43976271837949754,-1.0
U11.SI,2024-01-31 00:00:00+08:00,2024-02-01 00:00:00+08:00,24.502584914351395,23.767507366920853,25.97274000921248,2.0,Breakout,120,2024-02-09 00:00:00+08:00,Stop,23.767507366920853,-1.0
Z74.SI,2024-02-02 00:00:00+08:00,2024-02-05 00:00:00+08:00,2.2664919279663374,2.198497170127347,2.402481443644318,2.0,Breakout,117,2024-02-06 00:00:00+08:00,Stop,2.198497170127347,-1.0
BS6.SI,2024-02-02 00:00:00+08:00,2024-02-05 00:00:00+08:00,1.4340360164642334,1.3910149359703063,1.5200781774520875,2.0,Pullback,117,2024-02-06 00:00:00+08:00,Stop,1.3910149359703063,-1.0
C6L.SI,2024-02-05 00:00:00+08:00,2024-02-06 00:00:00+08:00,6.05452828802487,5.872892439384124,6.417799985306362,2.0,Breakout,124,2024-02-16 00:00:00+08:00,Target,6.417799985306362,2.0
U96.SI,2024-02-05 00:00:00+08:00,2024-02-06 00:00:00+08:00,5.074581146240234,4.922343711853027,5.379056015014649,2.0,Pullback,120,2024-02-09 00:00:00+08:00,Stop,4.922343711853027,-1.0
BN4.SI,2024-02-05 00:00:00+08:00,2024-02-06 00:00:00+08:00,6.3110175132751465,6.121686987876892,6.689678564071656,2.0,Pullback,157,2024-04-04 00:00:00+08:00,Timeout,6.506570339202881,1.0328647507653146
G13.SI,2024-02-07 00:00:00+08:00,2024-02-08 00:00:00+08:00,0.9071774681755049,0.8799621441302398,0.9616081162660353,2.0,Breakout,120,2024-02-09 00:00:00+08:00,Stop,0.8799621441302398,-1.0
G13.SI,2024-02-13 00:00:00+08:00,2024-02-14 00:00:00+08:00,0.9071774681755049,0.8799621441302398,0.9616081162660353,2.0,Breakout,129,2024-02-23 00:00:00+08:00,Stop,0.8799621441302398,-1.0
D05.SI,2024-02-15 00:00:00+08:00,2024-02-16 00:00:00+08:00,26.229674574840633,25.442784337595413,27.803455049331074,2.0,Breakout,149,2024-03-22 00:00:00+08:00,Target,27.803455049331074,2.0
U11.SI,2024-02-15 00:00:00+08:00,2024-02-16 00:00:00+08:00,24.58787144326093,23.850235299963103,26.063143729856584,2.0,Breakout,133,2024-02-29 00:00:00+08:00,Stop,23.850235299963103,-1.0
U96.SI,2024-02-16 00:00:00+08:00,2024-02-19 00:00:00+08:00,5.2424090773876015,5.085136805065973,5.556953622030858,2.0,Breakout,126,2024-02-20 00:00:00+08:00,Stop,5.085136805065973,-1.0
S63.SI,2024-02-16 00:00:00+08:00,2024-02-19 00:00:00+08:00,3.628896118164062,3.52002923461914,3.8466298852539063,2.0,Breakout,165,2024-04-17 00:00:00+08:00,Timeout,3.5902819633483887,-0.35469146868469037
C38U.SI,2024-02-16 00:00:00+08:00,2024-02-19 00:00:00+08:00,1.7253403663635254,1.6735801553726195,1.8288607883453372,2.0,Pullback,131,2024-02-27 00:00:00+08:00,Stop,1.6735801553726195,-1.0
C6L.SI,2024-02-19 00:00:00+08:00,2024-02-20 00:00:00+08:00,6.5039913899801025,6.308871648280699,6.894230873378909,2.0,Breakout,127,2024-02-21 00:00:00+08:00,Stop,6.308871648280699,-1.0
V03.SI,2024-02-21 00:00:00+08:00,2024-02-22 00:00:00+08:00,12.203395181539584,11.837293326093397,12.935598892431958,2.0,Breakout,129,2024-02-23 00:00:00+08:00,Stop,11.837293326093397,-1.0
BS6.SI,2024-02-22 00:00:00+08:00,2024-02-23 00:00:00+08:00,1.468800663948059,1.4247366440296172,1.5569287037849429,2.0,Pullback,134,2024-03-01 00:00:00+08:00,Target,1.5569287037849429,2.0
Y92.SI,2024-02-23 00:00:00+08:00,2024-02-26 00:00:00+08:00,0.46442660689353943,0.4504938086867332,0.49229220330715184,2.0,Pullback,131,2024-02-27 00:00:00+08:00,Stop,0.4504938086867332,-1.0
U14.SI,2024-02-23 00:00:00+08:00,2024-02-26 00:00:00+08:00,5.7965264320373535,5.622630639076233,6.144318017959595,2.0,Pullback,131,2024-02-27 00:00:00+08:00,Stop,5.622630639076233,-1.0
V03.SI,2024-02-26 00:00:00+08:00,2024-02-27 00:00:00+08:00,12.445046605152651,12.071695206998072,13.19174940146181,2.0,Breakout,132,2024-02-28 00:00:00+08:00,Stop,12.071695206998072,-1.0
Y92.SI,2024-02-28 00:00:00+08:00,2024-02-29 00:00:00+08:00,0.45549535751342773,0.4418304967880249,0.48282507896423343,2.0,Pullback,140,2024-03-11 00:00:00+08:00,Stop,0.4418304967880249,-1.0
U14.SI,2024-02-28 00:00:00+08:00,2024-02-29 00:00:00+08:00,5.622812747955322,5.454128365516662,6.061666768624142,2.6016280483369774,Trend-continuation,134,2024-03-01 00:00:00+08:00,Stop,5.454128365516662,-1.0
V03.SI,2024-02-29 00:00:00+08:00,2024-03-01 00:00:00+08:00,12.046429634094238,11.685036745071411,12.769215412139893,2.0,Pullback,174,2024-04-30 00:00:00+08:00,Timeout,12.49386978149414,1.2380989249947303
BS6.SI,2024-03-04 00:00:00+08:00,2024-03-05 00:00:00+08:00,1.577813313541624,1.5304789141353752,1.6724821123541214,2.0,Breakout,137,2024-03-06 00:00:00+08:00,Stop,1.5304789141353752,-1.0
BS6.SI,2024-03-07 00:00:00+08:00,2024-03-08 00:00:00+08:00,1.6301164518666522,1.5812129583106527,1.7279234389786513,2.0,Breakout,141,2024-03-12 00:00:00+08:00,Stop,1.5812129583106527,-1.0
BS6.SI,2024-03-13 00:00:00+08:00,2024-03-14 00:00:00+08:00,1.5122562646865845,1.466888576745987,1.651314159695431,3.0651307421908496,Trend-continuation,144,2024-03-15 00:00:00+08:00,Stop,1.466888576745987,-1.0
O39.SI,2024-03-14 00:00:00+08:00,2024-03-15 00:00:00+08:00,11.477772671699523,11.133439491548536,12.166439032001495,2.0,Breakout,171,2024-04-25 00:00:00+08:00,Target,12.166439032001495,2.0
Z74.SI,2024-03-14 00:00:00+08:00,2024-03-15 00:00:00+08:00,2.2939090477350836,2.225091776303031,2.4315435905991887,2.0,Breakout,156,2024-04-03 00:00:00+08:00,Stop,2.225091776303031,-1.0
U11.SI,2024-03-15 00:00:00+08:00,2024-03-18 00:00:00+08:00,24.590858459472656,23.853132705688477,26.066309967041015,2.0,Pullback,169,2024-04-23 00:00:00+08:00,Target,26.066309967041015,2.0
F34.SI,2024-03-21 00:00:00+08:00,2024-03-22 00:00:00+08:00,3.0322892665863037,2.9413205885887144,3.2142266225814824,2.0,Pullback,164,2024-04-16 00:00:00+08:00,Stop,2.9413205885887144,-1.0
C38U.SI,2024-03-21 00:00:00+08:00,2024-03-22 00:00:00+08:00,1.7429457902908325,1.6906574165821076,1.8475225377082825,2.0,Pullback,162,2024-04-12 00:00:00+08:00,Stop,1.6906574165821076,-1.0
BS6.SI,2024-03-22 00:00:00+08:00,2024-03-25 00:00:00+08:00,1.6165496110916138,1.5680531227588652,1.7135425877571109,2.0,Pullback,161,2024-04-11 00:00:00+08:00,Stop,1.5680531227588652,-1.0
D05.SI,2024-03-25 00:00:00+08:00,2024-03-26 00:00:00+08:00,27.95285126075682,27.114265722934114,29.63002233640223,2.0,Breakout,168,2024-04-22 00:00:00+08:00,Target,29.63002233640223,2.0
U96.SI,2024-04-04 00:00:00+08:00,2024-04-05 00:00:00+08:00,4.949283599853516,4.80080509185791,5.253578387312832,2.0494197548666255,Pullback,163,2024-04-15 00:00:00+08:00,Stop,4.80080509185791,-1.0
